Taxonkey,TaxonName,CommonName,Descript,TaxLevel,ISSCAAP,ISSCAAPName
590083,Panulirus,Tropical spiny lobsters,lobsters crab                                     ,5,43,Lobsters spiny-rock lobsters
590088,Crangon,Sand shrimps,shrimp                                            ,5,45,Shrimps prawns
590089,Haliporoides,Knife shrimps,shrimp                                            ,5,45,Shrimps prawns
590091,Metapenaeus,Metapenaeus shrimps,shrimp                                            ,5,45,Shrimps prawns
590093,Pandalus,Pandalus shrimps,shrimp                                            ,5,45,Shrimps prawns
590094,Parapenaeopsis,Shrimps,shrimp                                            ,5,45,Shrimps prawns
590096,Penaeus,Penaeus shrimps,shrimp                                            ,5,45,Shrimps prawns
590103,Euphausia,Euphausia,krill                                             ,5,46,Krill planktonic crustaceans
590107,Lepas,Goose barnacles,demersal mollusc                                  ,5,47,Marine crustaceans nei
590110,Busycon,Whelks,demersal mollusc                                  ,5,52,Abalones winkles conchs
590111,Rapana,Sea snails,demersal mollusc                                  ,5,52,Abalones winkles conchs
590112,Ostrea,Flat oysters,demersal mollusc                                  ,5,53,Oysters
590116,Modiolus,Horse mussels,demersal mollusc                                  ,5,54,Mussels
590117,Mytilus,Mussels,demersal mollusc                                  ,5,54,Mussels
590124,Anadara,Anadara clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590125,Arca,Ark clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590128,Donax,Donax clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590134,Meretrix,Hard clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590137,Mulinia,Taquilla clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590139,Paphia,Short neck clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590145,Solen,Razor clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590146,Spisula,Surf clam,demersal mollusc                                  ,5,56,Clams cockles arkshells
590147,Tapes,Tapes clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590242,Patella,Limpets,demersal mollusc                                  ,5,52,Abalones winkles conchs
590244,Scyllarides,Scyllarides,lobsters crab                                     ,5,43,Lobsters spiny-rock lobsters
590252,Cymbium,Gondolas,demersal mollusc                                  ,5,52,Abalones winkles conchs
590260,Sclerocrangon,Sculptured shrimps,shrimp                                            ,5,45,Shrimps prawns
590262,Tellina,Tellins,demersal mollusc                                  ,5,56,Clams cockles arkshells
590269,Tresus,Gaper clams,demersal mollusc                                  ,5,56,Clams cockles arkshells
590272,Charybdis,Indo-Pacific swimming crabs,lobsters crab                                     ,5,42,Sea-spiders crabs
600004,Engraulis ringens,Anchoveta,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
600005,Orthopristis chrysoptera,Pigfish,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600006,Coryphaena hippurus,Common dolphinfish,pelagic >=90 cm                                   ,6,39,Misc Finfishes
600015,Epinephelus guttatus,Red hind,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600017,Epinephelus morio,Red grouper,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
600018,Epinephelus striatus,Nassau grouper,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
600020,Argentina sphyraena,Argentine,pelagic 30 - 90 cm                                ,6,23,Salmons trouts smelts
600024,Clupea harengus,Atlantic herring,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
600026,Glyptocephalus cynoglossus,Witch,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600027,Lepidorhombus boscii,Fourspotted megrim,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600028,Lepidorhombus whiffiagonis,Megrim,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600029,Merlangius merlangus,Whiting,benthopelagic 30 - 90 cm                          ,6,32,Cods hakes haddocks
600030,Merluccius merluccius,European hake,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
600031,Micromesistius poutassou,Blue whiting,benthopelagic 30 - 90 cm                          ,6,32,Cods hakes haddocks
600032,Microchirus variegatus,Thickback sole,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600033,Molva molva,Ling,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
600034,Pollachius pollachius,Pollack,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600041,Arnoglossus laterna,Scaldfish,flatfish <90 cm                                   ,6,31,Flounders halibuts soles
600044,Aspitrigla cuculus,East Atlantic red gurnard,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600045,Atherina presbyter,Sand smelt,pelagic <30 cm                                    ,6,37,Mackerels snoeks cutlassfishes
600047,Belone belone,Garpike,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
600051,Brosme brosme,Tusk,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
600054,Capros aper,Boarfish,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600056,Cepola macrophthalma,Red bandfish,demersal 30 - 90 cm                               ,6,39,Misc Finfishes
600058,Coris julis,Mediterranean rainbow wrasse,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600059,Symphodus melops,Corkwing wrasse,reef-associated <30 cm                            ,6,33,Redfishes basses congers
600061,Ctenolabrus rupestris,Goldsinny-wrasse,reef-associated <30 cm                            ,6,33,Redfishes basses congers
600062,Cyclopterus lumpus,Lumpsucker,benthopelagic 30 - 90 cm                          ,6,39,Misc Finfishes
600063,Dicentrarchus labrax,European seabass,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600066,Engraulis encrasicolus,European anchovy,pelagic <30 cm                                    ,6,35,Herrings sardines anchovies
600068,Eutrigla gurnardus,Grey gurnard,demersal 30 - 90 cm                               ,6,34,Jacks mullets sauries
600069,Gadus morhua,Atlantic cod,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600071,Caranx hippos,Crevalle jack,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
600072,Gobius niger,Black goby,demersal <30 cm                                   ,6,33,Redfishes basses congers
600076,Helicolenus dactylopterus dactylopterus,Blackbelly rosefish,bathydemersal 30 - 90 cm                          ,6,33,Redfishes basses congers
600077,Istiophorus platypterus,Indo-Pacific sailfish,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600078,Istiophorus albicans,Atlantic sailfish,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600083,Aphareus rutilans,Rusty jobfish,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
600084,Aprion virescens,Green jobfish,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
600088,Lamna nasus,Porbeagle,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600089,Acanthocybium solandri,Wahoo,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600090,Cetorhinus maximus,Basking shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600093,Auxis rochei rochei,Bullet tuna,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600094,Auxis thazard thazard,Frigate tuna,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600096,Euthynnus affinis,Kawakawa,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600097,Euthynnus alletteratus,Little tunny,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600098,Euthynnus lineatus,Black skipjack,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600101,Alosa alosa,Allis shad,pelagic 30 - 90 cm                                ,6,24,Shads
600105,Alosa immaculata,Pontic shad,pelagic 30 - 90 cm                                ,6,24,Shads
600106,Gymnosarda unicolor,Dogtooth tuna,reef-associated >=90 cm                           ,6,36,Tunas bonitos billfishes
600107,Katsuwonus pelamis,Skipjack tuna,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600108,Orcynopsis unicolor,Plain bonito,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600109,Rastrelliger brachysoma,Short mackerel,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600111,Rastrelliger kanagurta,Indian mackerel,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600113,Sarda chiliensis chiliensis,Eastern Pacific bonito,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600114,Sarda orientalis,Striped bonito,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600115,Sarda sarda,Atlantic bonito,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600116,Scomber australasicus,Blue mackerel,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600117,Scomber japonicus,Chub mackerel,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600118,Scomber scombrus,Atlantic mackerel,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600119,Scomberomorus brasiliensis,Serra Spanish mackerel,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600120,Scomberomorus cavalla,King mackerel,reef-associated >=90 cm                           ,6,36,Tunas bonitos billfishes
600121,Scomberomorus commerson,Narrow-barred Spanish mackerel,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600123,Scomberomorus guttatus,Indo-Pacific king mackerel,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600125,Scomberomorus lineolatus,Streaked seerfish,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600126,Scomberomorus maculatus,Spanish mackerel,pelagic 30 - 90 cm                                ,6,36,Tunas bonitos billfishes
600131,Scomberomorus niphonius,Japanese Spanish mackerel,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600134,Scomberomorus regalis,Cero,reef-associated >=90 cm                           ,6,36,Tunas bonitos billfishes
600136,Scomberomorus sierra,Pacific sierra,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600138,Somniosus microcephalus,Greenland shark,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600139,Squalus acanthias,Piked dogfish,shark >=90 cm                                     ,6,38,Sharks rays skates etc
600140,Rhinobatos percellens,Chola guitarfish,rays >=90 cm                                      ,6,38,Sharks rays skates etc
600141,Scomberomorus tritor,West African Spanish mackerel,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600142,Thunnus alalunga,Albacore,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600143,Thunnus albacares,Yellowfin tuna,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600144,Thunnus atlanticus,Blackfin tuna,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600145,Thunnus maccoyii,Southern bluefin tuna,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600146,Thunnus obesus,Bigeye tuna,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600147,Thunnus thynnus,Atlantic bluefin tuna,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600148,Thunnus tonggol,Longtail tuna,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600149,Rhinobatos planiceps,Pacific guitarfish,rays <90 cm                                       ,6,38,Sharks rays skates etc
600152,Lutjanus guttatus,Spotted rose snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600156,Lutjanus kasmira,Common bluestripe snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600162,Lutjanus malabaricus,Malabar blood snapper,reef-associated >=90 cm                           ,6,33,Redfishes basses congers
600167,Callorhinchus capensis,Cape elephantfish,rays >=90 cm                                      ,6,38,Sharks rays skates etc
600171,Lutjanus purpureus,Southern red snapper,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600172,Lutjanus quinquelineatus,Five-lined snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600175,Elops saurus,Ladyfish,pelagic 30 - 90 cm                                ,6,35,Herrings sardines anchovies
600181,Lutjanus synagris,Lane snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600185,Lutjanus vivanus,Silk snapper,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600188,Ocyurus chrysurus,Yellowtail snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600203,Boops boops,Bogue,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600204,Sarpa salpa,Salema,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600206,Pristipomoides macrophthalmus,Cardinal snapper,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600213,Rhomboplites aurorubens,Vermilion snapper,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600216,Makaira nigricans,Atlantic blue marlin,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600217,Makaira indica,Black marlin,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600218,Makaira mazara,Indo-Pacific blue marlin,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600219,Tetrapturus albidus,Atlantic white marlin,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600220,Tetrapturus pfluegeri,Longbill spearfish,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600223,Tetrapturus audax,Striped marlin,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600226,Xiphias gladius,Swordfish,pelagic >=90 cm                                   ,6,36,Tunas bonitos billfishes
600227,Megalops cyprinoides,Indo-Pacific tarpon,pelagic >=90 cm                                   ,6,35,Herrings sardines anchovies
600228,Albula vulpes,Bonefish,reef-associated >=90 cm                           ,6,35,Herrings sardines anchovies
600229,Pterothrissus belloci,Longfin bonefish,bathydemersal 30 - 90 cm                          ,6,35,Herrings sardines anchovies
600230,Alepocephalus bairdii,Bairds smooth-head,bathydemersal >=90 cm                             ,6,23,Salmons trouts smelts
600231,Coregonus albula,Vendace,pelagic 30 - 90 cm                                ,6,23,Salmons trouts smelts
600232,Coregonus lavaretus,Common whitefish,demersal 30 - 90 cm                               ,6,23,Salmons trouts smelts
600233,Coregonus oxyrinchus,Houting,demersal 30 - 90 cm                               ,6,23,Salmons trouts smelts
600236,Salmo salar,Atlantic salmon,benthopelagic >=90 cm                             ,6,23,Salmons trouts smelts
600238,Salmo trutta trutta,Sea trout,pelagic 30 - 90 cm                                ,6,23,Salmons trouts smelts
600239,Oncorhynchus mykiss,Rainbow trout,benthopelagic >=90 cm                             ,6,23,Salmons trouts smelts
600240,Oncorhynchus gorbuscha,Pink salmon,demersal 30 - 90 cm                               ,6,23,Salmons trouts smelts
600241,Oncorhynchus keta,Chum salmon,benthopelagic >=90 cm                             ,6,23,Salmons trouts smelts
600242,Oncorhynchus masou masou,Cherry salmon,benthopelagic 30 - 90 cm                          ,6,23,Salmons trouts smelts
600243,Oncorhynchus nerka,Sockeye salmon,pelagic 30 - 90 cm                                ,6,23,Salmons trouts smelts
600244,Oncorhynchus tshawytscha,Chinook salmon,benthopelagic >=90 cm                             ,6,23,Salmons trouts smelts
600245,Oncorhynchus kisutch,Coho salmon,demersal >=90 cm                                  ,6,23,Salmons trouts smelts
600247,Salvelinus alpinus alpinus,Charr,benthopelagic >=90 cm                             ,6,23,Salmons trouts smelts
600249,Centrolophus niger,Blackfish,bathypelagic >=90 cm                              ,6,34,Jacks mullets sauries
600250,Schedophilus ovalis,Imperial blackfish,demersal >=90 cm                                  ,6,34,Jacks mullets sauries
600252,Mallotus villosus,Capelin,pelagic <30 cm                                    ,6,23,Salmons trouts smelts
600253,Osmerus mordax mordax,Atlantic rainbow smelt,pelagic 30 - 90 cm                                ,6,23,Salmons trouts smelts
600255,Hypomesus pretiosus,Surf smelt,pelagic <30 cm                                    ,6,23,Salmons trouts smelts
600256,Thaleichthys pacificus,Eulachon,pelagic 30 - 90 cm                                ,6,23,Salmons trouts smelts
600259,Lampanyctodes hectoris,Hectors lanternfish,pelagic <30 cm                                    ,6,34,Jacks mullets sauries
600260,Harpadon nehereus,Bombay duck,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600264,Lutjanus johnii,Johns snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600265,Lutjanus gibbus,Humpback red snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600266,Lutjanus griseus,Grey snapper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600288,Galeichthys feliceps,White baggar,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600298,Muraenesox cinereus,Daggertooth pike conger,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600299,Conger orbignianus,Argentine conger,demersal >=90 cm                                  ,6,34,Jacks mullets sauries
600300,Conger oceanicus,American conger,demersal >=90 cm                                  ,6,34,Jacks mullets sauries
600301,Conger conger,European conger,demersal >=90 cm                                  ,6,34,Jacks mullets sauries
600302,Conger myriaster,Whitespotted conger,demersal >=90 cm                                  ,6,34,Jacks mullets sauries
600303,Cololabis saira,Pacific saury,pelagic 30 - 90 cm                                ,6,34,Jacks mullets sauries
600305,Hyporhamphus sajori,Japanese halfbeak,pelagic 30 - 90 cm                                ,6,39,Misc Finfishes
600306,Salilota australis,Tadpole codling,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600308,Gadus macrocephalus,Pacific cod,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
600309,Gadus ogac,Greenland cod,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600311,Urophycis brasiliensis,Brazilian codling,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600312,Urophycis chuss,Red hake,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600313,Urophycis tenuis,White hake,demersal >=90 cm                                  ,6,32,Cods hakes haddocks
600314,Eleginus nawaga,Navaga,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600315,Eleginus gracilis,Saffron cod,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600316,Microgadus tomcod,Atlantic tomcod,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600318,Theragra chalcogramma,Alaska pollack,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600319,Boreogadus saida,Polar cod,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600320,Micromesistius australis,Southern blue whiting,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600321,Merluccius senegalensis,Senegalese hake,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600322,Merluccius australis,Southern hake,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600323,Merluccius bilinearis,Silver hake,demersal 30 - 90 cm                               ,6,32,Cods hakes haddocks
600324,Merluccius gayi gayi,South Pacific hake,bathydemersal 30 - 90 cm                          ,6,32,Cods hakes haddocks
600325,Merluccius hubbsi,Argentine hake,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600326,Merluccius productus,North Pacific hake,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600327,Merluccius polli,Benguela hake,bathydemersal 30 - 90 cm                          ,6,32,Cods hakes haddocks
600329,Macruronus magellanicus,Patagonian grenadier,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600331,Macrourus berglax,Onion-eye grenadier,benthopelagic >=90 cm                             ,6,32,Cods hakes haddocks
600332,Coryphaenoides rupestris,Roundnose grenadier,bathypelagic 30 - 90 cm                           ,6,32,Cods hakes haddocks
600333,Macroramphosus scolopax,Longspine snipefish,demersal <30 cm                                   ,6,39,Misc Finfishes
600334,Hoplostethus atlanticus,Orange roughy,bathypelagic 30 - 90 cm                           ,6,34,Jacks mullets sauries
600336,Zenopsis conchifer,Silvery John dory,benthopelagic 30 - 90 cm                          ,6,34,Jacks mullets sauries
600338,Joturus pichardi,Bobo mullet,pelagic 30 - 90 cm                                ,6,33,Redfishes basses congers
600339,Menidia menidia,Atlantic silverside,pelagic <30 cm                                    ,6,37,Mackerels snoeks cutlassfishes
600340,Eleutheronema tetradactylum,Fourfinger threadfin,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600341,Galeoides decadactylus,Lesser African threadfin,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600342,Pentanemus quinquarius,Royal threadfin,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600345,Centropomus undecimalis,Common snook,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600346,Lates calcarifer,Barramundi,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600348,Epinephelus analogus,Spotted grouper,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600349,Polyprion americanus,Wreckfish,bathydemersal >=90 cm                             ,6,39,Misc Finfishes
600350,Polyprion oxygeneios,Hapuka,demersal >=90 cm                                  ,6,39,Misc Finfishes
600351,Acanthistius brasilianus,Sea bass,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600352,Paralabrax humeralis,Peruvian rock seabass,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600353,Morone saxatilis,Striped sea-bass,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600355,Morone americana,White perch,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600356,Priacanthus macracanthus,Red bigeye,reef-associated <30 cm                            ,6,33,Redfishes basses congers
600357,Synagrops japonicus,Japanese splitfin,bathydemersal 30 - 90 cm                          ,6,39,Misc Finfishes
600361,Centropristis striata,Black seabass,reef-associated 30 - 90 cm                        ,6,33,Redfishes basses congers
600362,Lopholatilus chamaeleonticeps,Great northern tilefish,demersal >=90 cm                                  ,6,34,Jacks mullets sauries
600363,Lactarius lactarius,False trevally,pelagic 30 - 90 cm                                ,6,39,Misc Finfishes
600364,Pomatomus saltatrix,Bluefish,pelagic >=90 cm                                   ,6,34,Jacks mullets sauries
600366,Trachurus japonicus,Japanese jack mackerel,demersal 30 - 90 cm                               ,6,37,Mackerels snoeks cutlassfishes
600367,Trachurus murphyi,Inca scad,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
600368,Trachurus symmetricus,Pacific jack mackerel,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
600369,Trachurus lathami,Rough scad,benthopelagic 30 - 90 cm                          ,6,37,Mackerels snoeks cutlassfishes
600371,Trachurus trecae,Cunene horse mackerel,benthopelagic 30 - 90 cm                          ,6,37,Mackerels snoeks cutlassfishes
600372,Trachurus declivis,Greenback horse mackerel,benthopelagic 30 - 90 cm                          ,6,37,Mackerels snoeks cutlassfishes
600374,Decapterus russelli,Indian scad,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
600378,Selene setapinnis,Atlantic moonfish,demersal 30 - 90 cm                               ,6,37,Mackerels snoeks cutlassfishes
600379,Selene dorsalis,African moonfish,demersal 30 - 90 cm                               ,6,37,Mackerels snoeks cutlassfishes
600380,Trachinotus carolinus,Florida pompano,benthopelagic 30 - 90 cm                          ,6,37,Mackerels snoeks cutlassfishes
600382,Seriola lalandi,Yellowtail amberjack,benthopelagic >=90 cm                             ,6,37,Mackerels snoeks cutlassfishes
600384,Megalaspis cordyla,Torpedo scad,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
600385,Chloroscombrus chrysurus,Atlantic bumper,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
600386,Parona signata,Parona leatherjacket,demersal 30 - 90 cm                               ,6,37,Mackerels snoeks cutlassfishes
600387,Selar crumenophthalmus,Bigeye scad,pelagic 30 - 90 cm                                ,6,37,Mackerels snoeks cutlassfishes
600388,Selaroides leptolepis,Yellowstripe scad,pelagic <30 cm                                    ,6,37,Mackerels snoeks cutlassfishes
600390,Mene maculata,Moonfish,reef-associated 30 - 90 cm                        ,6,39,Misc Finfishes
600391,Brama brama,Atlantic pomfret,bathypelagic 30 - 90 cm                           ,6,37,Mackerels snoeks cutlassfishes
600392,Arripis georgianus,Australian ruff,pelagic 30 - 90 cm                                ,6,39,Misc Finfishes
600394,Dicentrarchus punctatus,Spotted seabass,pelagic 30 - 90 cm                                ,6,33,Redfishes basses congers
600395,Emmelichthys nitidus nitidus,Redbait,bathydemersal 30 - 90 cm                          ,6,34,Jacks mullets sauries
600396,Nemipterus virgatus,Golden threadfin bream,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600397,Isacia conceptionis,Cabinza grunt,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600398,Plectorhinchus mediterraneus,Rubberlip grunt,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600399,Pomadasys argenteus,Silver grunt,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600400,Brachydeuterus auritus,Bigeye grunt,demersal <30 cm                                   ,6,33,Redfishes basses congers
600401,Conodon nobilis,Barred grunt,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600403,Cynoscion analis,Peruvian weakfish,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600405,Cynoscion nebulosus,Spotted weakfish,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600406,Cynoscion regalis,Gray weakfish,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600407,Cynoscion striatus,South American striped weakfish,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600408,Micropogonias undulatus,Atlantic croaker,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600410,Menticirrhus saxatilis,Northern kingcroaker,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600411,Menticirrhus littoralis,Gulf kingcroaker,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600412,Elagatis bipinnulata,Rainbow runner,pelagic >=90 cm                                   ,6,37,Mackerels snoeks cutlassfishes
600413,Umbrina canosai,Argentine croaker,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600416,Larimichthys polyactis,Yellow croaker,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600417,Macrodon ancylodon,King weakfish,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600418,Argyrosomus regius,Meagre,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
600419,Argyrosomus hololepidotus,Southern meagre,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600420,Atractoscion aequidens,Geelbeck croaker,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
600422,Genyonemus lineatus,White croaker,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600423,Pteroscion peli,Boe drum,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600424,Paralonchurus peruanus,Peruvian banded croaker,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600425,Pogonias cromis,Black drum,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600426,Epinephelus aeneus,White grouper,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600427,Nibea mitsukurii,Nibe croaker,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600428,Larimichthys crocea,Large yellow croaker,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600429,Leiostomus xanthurus,Spot croaker,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600432,Pseudotolithus senegalensis,Cassava croaker,demersal >=90 cm                                  ,6,33,Redfishes basses congers
600433,Pseudotolithus elongatus,Bobo croaker,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600434,Pennahia argentata,White croaker,benthopelagic <30 cm                              ,6,33,Redfishes basses congers
600436,Pagellus bellottii,Red pandora,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600438,Dentex macrophthalmus,Large-eye dentex,benthopelagic 30 - 90 cm                          ,6,33,Redfishes basses congers
600439,Dentex dentex,Common dentex,benthopelagic >=90 cm                             ,6,33,Redfishes basses congers
600440,Dentex angolensis,Angola dentex,demersal 30 - 90 cm                               ,6,33,Redfishes basses congers
600441,Archosargus probatocephalus,Sheepshead seabream,demersal >=90 cm                                  ,6,33,Redfishes basses congers
